index,text,start_char,end_char,char_count,word_count,metadata
16,"e brief demonstration right here. So now let's talk about sharing. Good segue, Timothy. Good segue. So to share custom tool palettes to another user, you simply write mouse click on the sidebar select customized palettes. Right mouse click on the palette you've created and select export save the file and share that to another user. The import they return to the customized palettes right mouse click and select import browse to the file and import the new palette. Okay, this is sharing to a single user. This is the best way to do it. Now, if you have palette groups as well, you need to export the palettes and the palette groups both. So this will create an XTP file for the palettes and an XPG for palette groups. When importing, you always want to import all the palettes first, which are the XTGs or sorry. Yep, XTGs and then XTP. Okay, I got to fix that. And then once all of these are imported, then import the XPG, which is the palette group, and it will correctly find all the palettes here and create that group.",15015,16041,1025,188,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
17,"which is the palette group, and it will correctly find all the palettes here and create that group. Is there a way to open a PDF from a tool palette? Like if I wanted to link our CAD stands PDF to the tool palette for an easy reference. Yes, there is a way to do that. There is a command. There's a specific shell where you want to do a more or less a file open PDF where you're opening shell. That's a little more complicated, but Brett, it can be done. Where it'll basically open up a PDF and open up your default PDF reader. So let's get back to sharing. Get back to my auto CAD, where I've not had that. So now we have this new webinar one. I'm going to write mouse click and I'm going to go to customize palettes. I forgot what I didn't show you is that we're going to go ahead and we're going to create a new group. And I'm going to drag this group up to here. That's a new group, and then I'm going to grab my webinar right here. So there's my new group. So the first thing I would do is I would go ahead and export this. Right, I will stick the XTP in there.",15941,17008,1066,219,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
18,"e first thing I would do is I would go ahead and export this. Right, I will stick the XTP in there. And then my new group, and I'm going to export that, XPG. Stick that in my webinar. Perfect. So then I would close this and in fact, we can turn around and open up a different version of Auto CAD to show you the import process. You've had issues trying to import palettes with custom hatches and the hatches don't come with, is that normal. It is normal if the user that's trying to import it does not have the path files on their machine and locatable. Because what it references when you are bringing across hatches is that it references the pattern file or the dot PAT. And if that's not their id will not bring across that tool palette. So that would usually be the first thing I would want to look at. Right, so we're here and I'm going to go to customize palettes. First thing I'm going to do is right mouse click and I'm going to import. Why did it not create my, there's my webinar XTP. Right, there's my webinar XTP. And then I'm going to import my palette group.",16908,17981,1072,208,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
19,"ere's my webinar XTP. Right, there's my webinar XTP. And then I'm going to import my palette group. And it should have created my new group here. And it should have brought that over and it did not. And I'm not sure why, but normally it would have brought this new group in and it would have brought my palette with it. The webinar palette here. So if I want to look at just the new group, the only thing it's going to show me is that webinar palette. All right, if the custom tool palettes and groups are saved in the same folder is the default ones where they load automatically. Instead of inserting this box, can the tool palettes be inserted as X-refs instead? All right, insert as block insert as X-refs. That's simple as changing the properties here, JB. Jessica, if the custom tool palettes and groups are saved in the same folder is the default ones where they load automatically. The short answer is maybe long answers probably not. And there's a reason behind that and we're going to cover that.",17881,18888,1006,185,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
20,"is maybe long answers probably not. And there's a reason behind that and we're going to cover that. So you can change how you insert this hopefully JB that tells you what you need to know about that. So that's how we do the simple process. Now we're going to go into more of the complex pieces of this. So sharing tool palettes across multiple users without having to use the important export of XPG or XPP files. So all tool palette groups are saved in the local profile AWS file, which is located here. Okay, the exit auto cat on the target computer, you copy the profile AWS to the same folder of redding the existing file. And when Auto Cat has started the tool palette groups will be available when running under the default unnamed profile. It is important to note that this profile AWS also controls location, size and appearance of other dialogues and palettes. The user will need to reset those back to their preferred if you choose this option. Okay, what it means is that that profile AWS, right, and I'll show this file to you.",18788,19828,1039,191,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
21,"e this option. Okay, what it means is that that profile AWS, right, and I'll show this file to you. Right under your support folder, under Profiles, you'll see I have a couple in here. This is the one I'm currently running as the unnamed profile. This profile AWS is where all of the palette groups get stored. Okay, and that means that this is localized to each individual user if you're using palette groups. So what I typically do, and there's a process we're going to talk about in this domain. I just want to show you that this profile AWS is going to be the main of your existence for multiple users in some cases. And it's important to know what it is. When sharing palettes to the blocks on a palette live in the palette, or is it just a pointer? It's just a pointer, David. So if you're got a standard directory, that's the best place to point it to. So everybody has access. Okay, users with custom profiles rather than unnamed fraudocard only will need to overwrite the profile AWS file contained in the appropriate folder.",19728,20763,1034,191,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
22,"ed fraudocard only will need to overwrite the profile AWS file contained in the appropriate folder. As you saw from here, I have multiple profiles I'm currently working on here. The profile AWS file does not include the path to where the actual tool palettes and images are found to specify the file path to the tool palette files. That's the ATC in the options. So again, we come back into AutoCAN, we're going to talk about the options here. So under files, and we come down here to tool palettes. This is where I'm currently pointing. And let's see, let's see. So this is where all the tool palettes this is where you can change to a network location. And you can point everyone there. So if you want to go to that route, which can be done, you want to make sure. So profile AWS does not include the path to where the actual tool palettes and images are found. Specify the file path to the tool palette file, the ATC, and options file style log window copy those from the source machine to the target machine here, etc. And here is placing tool palettes on a common drive.",20663,21739,1075,201,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
23,"ource machine to the target machine here, etc. And here is placing tool palettes on a common drive. This is the most often when we talk about, we can tool palettes be run from off SharePoint for multiple users. John, the short answer is yes, long answer is yes, with some caveat, SharePoint is not officially supported. By Autodesk, you may have some errand behaviors. And there's another thing that is here right in here, where it's, I typically recommend is to create all the palettes in groups first. Proper the entire folder and icons to your network location, point the users to the new location and AutoCAD options. And it's best to have this location read only, except for a few people, otherwise if someone makes a change in their palette, it will affect everyone. Yes, I know David, double stress the read only. I cannot tell you this enough is that you have to have your tool palettes set read only that location except to one or two people who can make changes.",21639,22612,972,175,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
24,"ve your tool palettes set read only that location except to one or two people who can make changes. Because if somebody makes a change to their tool palette and they have right location, it will affect all other users who point to that same location. Is there a setup for using a replicated drive across multiple offices? We have been able to get it work know running DFS or replication is going to be very difficult to get to work. Simply because if someone has AutoCAD open and they have the tool palettes open, the replication fails. And then you get those tool palettes or asset was open by so-and-so tool palettes get created. You're best but if you're going to be doing that to only do that, are you able to take custom tool palettes from AutoCAD architecture and copy them to AutoCAD LTE? Yes, you can do that. However, if you are running anything that is architecture specific in AutoCAD, it will not run an AutoCAD LTE.",22512,23441,928,170,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
25,"you are running anything that is architecture specific in AutoCAD, it will not run an AutoCAD LTE. I know that AutoCAD architecture does have some very specific tool catalogs and some other stuff but if it's basic functionality of AutoCAD architecture, you should be able to do that. What is an easy way to copy text into the command line box in the palette properties box? Really what I normally do is I open up note pad. Can the electrical palette go to AT? It's their LTE. It's the same thing. If the electrical tool palette are the architecture tool palette is running architecture or electrical specific stuff. Okay, in other words, there are specific things that run inside electrical and specific things are on the inside of architecture. Those tool palettes will not work. Or those commands will not work on the tool palettes but the other stuff normally should. Can you import more than one palette at a time? I generally recommend against that John to only do one at a time but I believe you can select multiples. Not all network locations work well for larger national companies.",23341,24433,1090,191,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
26,"elieve you can select multiples. Not all network locations work well for larger national companies. What are your recommendations for this problem? Sean, that's more of a CAD standards question but what I would normally recommend in that case is that you copy your tool palettes to the local C drive and you essentially treat them as if they were you have your work on the network drive. You copy that locally via sync for the people who need those tool palettes and then you sync everyone locally to their C drive. I usually recommend in those cases. Especially a lot of us that have remote users that is going to be the biggest thing you need to think about is going that route. If you use Dropbox to share your tool palette path and blocks makes it faster since files are stored on each computer. One drive can't handle sharing tool palette paths. No one drive cannot. Dropbox can do it because Dropbox is essentially creating a local copy of that information Brett so that does work as well. So, some things to be aware of when you're placing tool palettes on a common drive.",24333,25413,1079,196,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
27,"s work as well. So, some things to be aware of when you're placing tool palettes on a common drive. If you update the palettes images commands everyone has to be out of auto CAD before you affect the change. If they can write to the tool palette location since auto CAD will update the palettes on close of auto CAD. So if you have multiple users and you're making changes to the palettes yes, and leaders can be put on a palette. It's command. That's a big one right there is that what I see a lot of people doing is that they're making all of their changes to a live network location. Everyone has the option to read right to that location. They make all their changes. They close auto CAD. They reopen. Somebody closes auto CAD after they've made changes and all of their stuff is lost. That's a big caveat. I want to make sure everyone understands. And anything you add typically ends up at the bottom of the palettes for other users again. This is that profile AWS. And also if you add new groups they will not show up for the users. Again, that's that profile AWS.",25313,26384,1070,203,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
28,"And also if you add new groups they will not show up for the users. Again, that's that profile AWS. So those are some of the common things you all need to understand. So when I typically want to get into these conversations, I generally recommend to put all information either on the network if it's a small team or have it have your network copy be the gospel. And then have it right to the local machine on a shared folder that synced every time you log in. What's the best fastest way to store blocks? Individual files are common drawings. Honestly, Sean, I'm a big fan if all of your standard information can live in a single drawing where you import all the blocks into a single drawing. I like that because now you only have one drawing to keep track of. And if you need to make a change, you make a change to that one drawing. In other situations, depending on, you know, commonality of blocks things like that, I might just keep a block or I might point a block path back to a directory.",26284,27280,995,190,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
29,"ocks things like that, I might just keep a block or I might point a block path back to a directory. And you will see slow performance with everything in one depending on how many blocks you put in that one drawing. If you're going to do it that way, I try to limit it to 10 or 15 blocks per drawing. And see if that helps with your performance. And then we'll changing profiles change path absolutely. You are profile here. Like this is my unnamed profile. You have this tool palette path here. This may be a different location in other profiles. So as long as all of your profiles have the same tool palette location, it'll be fine. Can you show us that list file that you use for your design layers? I can show it till you're not going to tell you a whole lot. Basically all it is is just a quick little list code. Or all I'm doing is creating layers. And working data. Ah, list. And that's literally all it's doing right there. DSQM. It's just making sure that it launches the command line layer. Thos, packs dining. Make sure that it's not that it's thought. Does a make creates it.",27180,28267,1086,208,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
30,"line layer. Thos, packs dining. Make sure that it's not that it's thought. Does a make creates it. Or if this already exists with different properties, changes all the properties. You can't edit list files from a palette. You have to do that from either a list editor or no pad depending on your level of experience. Yeah, DWT file that's absolutely another webinar topic on templates. You inherited our tool palette. So I don't know how it was originally set up. But I've noticed I have three tool palette file locations. Is this something I need to change any issues with this? I'm a big fan of simple. I would probably try and consolidate all that down to a single location, which means that you need to rebuild everything so that you have a single location. Multiple locations is perfectly fine. But if there is a palette that exists in a, and again, in your options, if you have multiple paths in here, it's a hierarchy. So everything that starts at the top gets loaded first. So this location gets loaded first. The next location, the next location.",28167,29224,1055,189,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
31,"he top gets loaded first. So this location gets loaded first. The next location, the next location. If you have palettes of the same name, you may see both or it may only see the first one that it runs across. So keep that in mind. Oh, you guys have some great questions. So we're going to talk about some of the bonus items. So if you have a server or a location change to the source data, you do not need to recreate the tool palettes or repass each one individually. How many of you have done this? Or you've had a change to your drive letter or your server. And now you have to literally go back through AutoCAD, go to each one of these and go to properties and change this. Right? You're trying too hard. So again, what we're going to do is we're going to come back to, we're going to come back to that profile. Right. So we come back in here, back to support, go to your registered or go to our tool palettes. We're going to go find that tool palettes. So again, I have that webinar tool palette. And again, I'm going to do this open this in no pad. And I'm going to go find that path.",29124,30216,1091,217,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
32,"l palette. And again, I'm going to do this open this in no pad. And I'm going to go find that path. So, right? So you're going to see right here, I have this path. So this is the drawing and the path right here. I can now do a control C. I can do control H. And I can replace this with whatever my new path is and hit replace all. Okay, save and close this. Make sure AutoCAD is closed when you do this. Save and close this. Next time you open up AutoCAD, it'll be pointing to all the new places. That's the easiest way to do that. How do you sync palettes locally from a network drive? Well, that's a good question depending on if you are copying local, what I generally recommend is to work with your IT group so that they can set up either a periodic sync or a login sync, where you just overwrite whatever is on the user's local machine. That's going to be the best way to handle that. We have palettes set up on a common driver when I create new tool palette to share it shows up in the same location as the other ATC files.",30116,31146,1029,208,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
33,"er when I create new tool palette to share it shows up in the same location as the other ATC files. Let's not add to the end of the user's tool palettes any ideas what we may be doing wrong. Okay, when you're setting up a new tool palette. Okay, a new tool palette here. This catalog ATC here, again, if we open this here in no pad, this contains all the palettes. Right. Here's my webinar palette. If the users are pointed to all the same place for this ACTP catalog.ATC is being updated. If you are creating new tool palettes, you have to make sure everyone is out of AutoCAD, make your changes and then come back in and that might be where the problem is. Is there either not pointing to the correct ACTP catalog? If they're pointing locally, it's not going to pick it up. If they're pointing to the common drive, they should be picking it up there. And those are typically what I find out and that may be something where we need to look at a little deeper from the technical standpoint.",31046,32037,990,189,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
34,"t and that may be something where we need to look at a little deeper from the technical standpoint. Do you think AutoCAD will ever improve the tool palettes feature? So it's easier to share tool palettes and palette groups with multi users. I will tell you right now, unless we are squeaking about it to AutoCAD, they are probably not going to put a whole lot of thought process into it. There is, and I'm just a second, there is a link I want to share with all of you. And that link is, and let me get to, you, here's a product information link, basically where you can ask AutoDesk information. Let me see if I've got it here because I use the product feedback, that's what I want. I'm going to put this in here, it's in our main chat, the product feedback. If you guys do not, if you guys don't put in product feedback to AutoDesk, nothing gets changed. So that's what I tell people is go here, put product feedback, the more people who complain about something, the more likely it is to end up on the radar list to be changed.",31937,32968,1030,198,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
35,"ople who complain about something, the more likely it is to end up on the radar list to be changed. What is the best way to keep the items in the palettes in the order? I place them, they tend to go to the bottom of the palettes. Yes, that again follows that whole right, that's that profile AWS, right? Anything you typically add, and the bottom of the palettes for other users. This is that profile AWS. So unless you are replacing the profile AWS on those machines, the user will have to drag them up to the correct locations. One of the things that I tell people when they're implementing tool palettes is try to do everything that you can. First, and then if you do need to add things later, either warn your users that it's going to be at the bottom of the palette and they have to drag it up. Yep, you can do a select all, cut and replace, and it does reorder it. That is a good suggestion shown. You go into your palette. What he's talking about is she coming here. Right, and I select, I can come up here, right? Right, and I'm going to hold down the shift key.",32868,33939,1070,209,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
36,"e. Right, and I select, I can come up here, right? Right, and I'm going to hold down the shift key. Grab it all, cut, paste, and then it will know what this order is. That is an excellent one, Sean. I haven't done that one in a while. Usually, I go, I'm old school, so I'll actually go back into the AT, I'll actually go into the ATC code here and reorder it in no pad and do it that way. But that is a very good suggestion. That's the easy button. Can you drop a new block from the drawing onto a palette? Absolutely. I can drop things there. Hang on, second we're going to get there. Right, and if you have a drawing with all of your standard blocks inserted, you can use design center to create a palette from that drawing. My issue is one of my palettes always comes up in the wrong location. I have to move it. Wrong location on your screen, or wrong location in the sort order on the side, Sean. Sort order. Yeah, that's going to be your tool palette. Group most likely is controlling that. So that may need to be changed.",33839,34868,1028,203,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
37,"ing to be your tool palette. Group most likely is controlling that. So that may need to be changed. So this is where you can use design center to create a palette from that drawing. You can also create a new palette from a directory. So you don't have to do it all individually. Come back in here. I'll open up design center. I have my webinar. Here's my electrical. It's just a bunch of these. I'll write mouse click and I'll say create a tool palette of blocks. Can you make a sheet set in a palette? No, you cannot make a sheet set in a palette. Sheetsets are their own separate animal and palettes don't support it. So all I did here was make this electrical directory. And now I have all of those drawings in here and now I can make my changes. Now in my lighting directory here, I have one drawing. That's my lighting standard that has a bunch of blocks in it. I can write mouse click on this. And I can write mouse click on this and I can create a tool palette from that drawing. And once this is done.",34768,35778,1009,198,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
38,"write mouse click on this and I can create a tool palette from that drawing. And once this is done. Now I have all of the blocks that are in this drawing here, this lighting drawing are now in their own separate palette here. All right. That's all I had to show you. One of the questions you guys have.",35678,36678,302,60,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
