index,text,start_char,end_char,char_count,word_count,metadata
10,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
11,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
12,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
13,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
14,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
15,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
16,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
17,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
18,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
19,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
20,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
21,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
22,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
23,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
24,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
25,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
26,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
27,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
28,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
29,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
30,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
31,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
32,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
33,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
34,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
35,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
36,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
37,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
38,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
39,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
40,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
41,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
42,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
43,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
44,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
45,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
46,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
47,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
48,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
49,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
50,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
51,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
52,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
53,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
54,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
55,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
56,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
57,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
58,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
59,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
60,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
61,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
62,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
63,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
64,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
65,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
66,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
67,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
68,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
69,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
70,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
71,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
72,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
73,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
74,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
75,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
76,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
77,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
78,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
79,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
80,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
81,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
82,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
83,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
84,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
85,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
86,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
87,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
88,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
89,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
90,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
91,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
92,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
93,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
94,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
95,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
96,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
97,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
98,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
99,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
100,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
101,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
102,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
103,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
104,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
105,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
106,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
107,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
108,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
109,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
110,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
111,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
112,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
113,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
114,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
115,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
116,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
117,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
118,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
119,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
120,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
121,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
122,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
123,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
124,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
125,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
126,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
127,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
128,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
129,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
130,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
131,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
132,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
133,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
134,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
135,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
136,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
137,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
138,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
139,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
140,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
141,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
142,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
143,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
144,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
145,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
146,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
147,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
148,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
149,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
150,hat number right there says 18 out of 18 that means we are creating 18 stairs out of a total of 80.,5271,5371,99,22,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
