index,text,start_char,end_char,char_count,word_count,metadata
10,"them. Um but for the most part, most of you don't really need to know that right now, but if you do, we'll be making a tutorial on that. Then if you come here, you're going to have a rectangle tool. What this does is it lets you make a rectangle. So again, we can make it 10 ft. So type in 10 ft. Press tab. And in this case, because we don't have an angle. It's not a line. We can just specify the other, you know, dimension for our rectangle. So I'm just going to do 10 x 10. So it's going to be square. And that's done. So again, when you're doing that, you grab your rectangle, you type in the distance you want, and you're going to see it's highlighted where I have it. Once that's done, I it's going to go to where I need it to go. And then it'll highlight once I press tab the next dimension. So then I can just type in 10 here. Press 10 ft. Enter. And then it is done. So when you're done using commands again, press escape.",8594,9528,932,191,"{'chunk_size': 1000, 'overlap': 200}"
11,"go. And then it'll highlight once I press tab the next dimension. So then I can just type in 10 here. Press 10 ft. Enter. And then it is done. So when you're done using commands again, press escape. If it's not disappearing, that's something that a lot of people struggle with is it's like, how do I get this to disappear? You don't want to click because you're just drawing more lines. Press escape. We're just going to go over some of the ways that you can move around in AutoCAD and how your mouse is really important. So if you want to pan, you can hold the middle mouse button. I believe it's called panning. And you're going to see the hand is shown as my cursor and I can just scroll around and move around. This is probably the most important command. Very useful, very helpful to know. Right clicking allows you to bring up options menus. So you have options, you know, panning, zooming, things like that. If you want to zoom, you simply use your mouse button to zoom in and out. And then clicking just allows you to select things.",9328,10370,1040,196,"{'chunk_size': 1000, 'overlap': 200}"
12,"menus. So you have options, you know, panning, zooming, things like that. If you want to zoom, you simply use your mouse button to zoom in and out. And then clicking just allows you to select things. So you can see here if I if I click and pull to the left, it's going to be green. If I click and pull to the right, it's going to be blue. So, if you click and pull to the left, what that does is it allows you to select everything in that selection. So, if I go here to our example that we do later, you're going to see pulling to the left, I can select all of these objects here and have them selected. If I pull and I well, and I just need to touch them. Like, I don't need to fully, you know, engulf it and everything. So, but if I right click and pull down, it's only going to select the objects that are fully within my grasp. So, you can see here only this rectangle is showing up as I go past it. But if I go all the way, you're going to see it's going to select all of this object, but it won't select the one that I have in the bottom right hand corner here.",10170,11238,1067,222,"{'chunk_size': 1000, 'overlap': 200}"
13,"ngle is showing up as I go past it. But if I go all the way, you're going to see it's going to select all of this object, but it won't select the one that I have in the bottom right hand corner here. So that's important to know when we move forward through this tutorial. So I thought that was really important to add. So hopefully that helps you guys. Let's continue on with the tutorial. If you like this video and you like our channel, please consider liking and subscribing. And if you really want to become a member, it helps support this content. Helps us keep pushing out free content so you guys can learn more about AutoCAD. And it just kind of helps us keep the boat afloat. Thank you so much for those of you who do support us. It really means a lot to us. If you're not interested in that, but you want to learn more about AutoCAD and how we can help you, please go check out our latest webinar. It teaches you how to get AutoCAD certification. It's a simplified process that I have designed. Go check that out.",11038,12062,1023,198,"{'chunk_size': 1000, 'overlap': 200}"
14,"more about AutoCAD and how we can help you, please go check out our latest webinar. It teaches you how to get AutoCAD certification. It's a simplified process that I have designed. Go check that out. A link will pop up right above, you know, in the top right-and corner, I think, and I've got a link down in the description that's really going to help us out. Go check that out. I hope it helps you guys because it tells you a lot of information in order to get make sure that you're successful when you learn design. So, let's just dive right back into it and start talking about our modify tab then. All right. So, you can see here we now have a modify tab. So, the modify tab up here allows us to adjust things. So, I'm going to go over these very very quickly. Um, I have tutorials on a lot of them separately like arrays and things, but uh we're just going to quickly go over these. So, you can see move command, you click the move command, you select the object, you press enter, then you select a point where you want to move it from.",11862,12904,1041,203,"{'chunk_size': 1000, 'overlap': 200}"
15,"uh we're just going to quickly go over these. So, you can see move command, you click the move command, you select the object, you press enter, then you select a point where you want to move it from. So, if I want to do the center, I click the center and then I will move it from the center. Rotate, similar thing. You select the object, press enter, select a point where you want to rotate it from. So if I want to rotate it from this corner, it's going to rotate from that corner and I can move it around freely. Once that's done, we have trim. So I'm going to give you an example of trimming. So I'm just going to draw this. And then once you see this, it'll say I want to get rid of this little nub right here. I can type in trim or click trim, press enter, and then I can just go and erase that. Now the trim command has gone over a few revisions. So, in 2025 and 2026, it works a little bit differently than previous versions of AutoCAD because it just kind of trims things where it needs to be trimmed instead of having to select different things.",12704,13759,1054,210,"{'chunk_size': 1000, 'overlap': 200}"
16,", in 2025 and 2026, it works a little bit differently than previous versions of AutoCAD because it just kind of trims things where it needs to be trimmed instead of having to select different things. So, just keep that in mind if you're using an older version of AutoCAD. Copy. Similar thing, click what you want, press enter, select where you want to copy it from. So, if I want to copy it from the center, I select the center and then I move it over and I can just keep copying it until I'm satisfied with what I have. Once that's done, I can then go and mirror. So, I can select this. I can click or sorry, I can click mirror or type in mirror. Select my object. Press enter. Specify where I want it to mirror from. I can specify this corner. It'll mirror from that corner. I click. Once I click, it's going to ask me to erase the source object. If you want to, press yes. If you don't want to, press no. Quite simple. Done. Uh, another tool that we have is the fill it command. So, I'm going to show you kind of how that works. So, let's say I have this this line right here. So, it's going up.",13559,14658,1098,218,"{'chunk_size': 1000, 'overlap': 200}"
17,"ress no. Quite simple. Done. Uh, another tool that we have is the fill it command. So, I'm going to show you kind of how that works. So, let's say I have this this line right here. So, it's going up. I have this line right here. It's going like that. Uh, I'm just going to pull that back a little bit. and I'm going to type in fillet. Once I have that, I select my first object, select my second object, and you can see it's going to finish what I started, and it'll be like that. Now, fillet's a little more difficult to master because it has a few different ways that it can work. So, you can have like a rounded edge or a square edge in this case, but in this case, that's just kind of how it starts to work, and that'll probably be sufficient for most of you. Once that's done, we can also stretch things. Um, again, that's it just stretches objects, but another way to do this is if you have a rectangle, you could just grab the edge here and just stretch it. Um, we can scale things.",14458,15448,989,197,"{'chunk_size': 1000, 'overlap': 200}"
18,"lso stretch things. Um, again, that's it just stretches objects, but another way to do this is if you have a rectangle, you could just grab the edge here and just stretch it. Um, we can scale things. So, if I want to scale something, I click it, press enter, and then I can grab the corner I want to scale it from from. I always recommend you do the bottom left. Um, well, not always, but in most cases, click it. And you can see I can scale it to what I want it to be. And you're going to see that at one, let me see, at 1 inch, it's the same size that it was before. So, if I type in two inches, it'll be twice as much, or it should be, I think it scales algorithmically. Um, I'm not sure, but if I type in like two feet, it's going to be absolutely massive. So, that's kind of how that works. So, keep that in mind when you're scaling. You can also just pull it and push it. Uh, whatever works for you. Uh, and that's kind of the basic commands in the modify tab. Again, we have tutorials that go over this a little more in depth.",15248,16282,1033,212,"{'chunk_size': 1000, 'overlap': 200}"
19,"ing. You can also just pull it and push it. Uh, whatever works for you. Uh, and that's kind of the basic commands in the modify tab. Again, we have tutorials that go over this a little more in depth. If you want a more in-depth tutorial, we do have a threehour course available to you. Go click on the link. Uh, that'll help you. So, go check that out and hopefully that helps. Uh, once that's done, we have annotation. So, this is text. So, you just click your text box, put in where you want the text, type in hello. You know, once you're done typing, you don't press enter, press escape. It'll say, do you want to save your text changes? Yeah, absolutely. You can see I'm going to have it here. So, one thing that you're going to see is that my text is really small compared to the rest of my drawing. Again, this is something that you have to go over with annotations. You can go check out videos on that as well. We have dimensions. So, dimension, you just click where you want your dimensions. So, go there, go up, and then we have a dimension.",16082,17133,1050,203,"{'chunk_size': 1000, 'overlap': 200}"
20,"ver with annotations. You can go check out videos on that as well. We have dimensions. So, dimension, you just click where you want your dimensions. So, go there, go up, and then we have a dimension. You're going to see that is also very small, and that is something that is covered in other tutorials as well. Uh, I'm running out of time. Uh, and then if we come here to annotation, you can see we can set all that in here. If we go to our layer properties, this is probably one of the most important things you're going to have to use, and that is your layers. So, layers really are important for drafting and for drawing, whether you're in architecture or you're in electrical or anything, you're going to want to set your layers. So, you're going to see here we have different tabs here. So, we have a new layer, we have freeze layer, we have remove layer, and we have set layer. So, create a new layer, and then you type in, let's say, walls. And then once that's done, I can select my color. I want my walls to be green, let's say. Uh, I can select my line type.",16933,18002,1068,207,"{'chunk_size': 1000, 'overlap': 200}"
21,"ave set layer. So, create a new layer, and then you type in, let's say, walls. And then once that's done, I can select my color. I want my walls to be green, let's say. Uh, I can select my line type. We're going to keep it continuous. Line weight. You can select the line weight for what you need. Transparency. We're just going to leave it as zero. Uh, and then that's done. If you double click it, it's going to set it as your current layer. Or if you select it and then press the check, it's going to set it as your current layer. Either one works. If you freeze a layer, it's going to make it disappear from your drawing. So, I'm going to show you an example right now. So, I'm going to go to my walls layer. I'm going to draw some green lines here. Okay. So, once I've drawn that and I'm ready to freeze it, I'm going to go to my layer properties. I'm going to select my walls. Um, I'm going to unfreeze my doors for a minute. I'm going to select my doors, freeze my walls, get out of this, and you're going to see that it's gone. Freezing just makes it disappear uh for the time being.",17802,18894,1091,218,"{'chunk_size': 1000, 'overlap': 200}"
22,"oing to unfreeze my doors for a minute. I'm going to select my doors, freeze my walls, get out of this, and you're going to see that it's gone. Freezing just makes it disappear uh for the time being. And that's useful in a lot of cases. So, that's how you freeze. That's how you set colors. That's how you create layers. And again, when you're drawing, you want to select layers and make layers that are going to work for you. So, you want door layers, wall layers, um, you're going to want window layers. You're going to want different types of layers for your drawing so that it's easier for you to understand. And if you need to get rid of something to draw something else, you can just freeze it and get rid of So that's your layers. Uh, and then we have our blocks here. So we have tutorials on blocks, but this is just a basic drawing tutorial. So that's how you draw in AutoCAD 2026. Again, this also works for other previous versions of AutoCAD. Hopefully it was helpful and you got kind of a gist of how things work. If you need more advanced help, go check out our other videos.",18694,19783,1088,208,"{'chunk_size': 1000, 'overlap': 200}"
23,". Again, this also works for other previous versions of AutoCAD. Hopefully it was helpful and you got kind of a gist of how things work. If you need more advanced help, go check out our other videos. And if you really want to learn AutoCAD, go check out our new presentation that we've got going on. Guys, take care. We look forward to helping you next week in our 3D tutorial. So, we'll see you then.",19583,20583,401,77,"{'chunk_size': 1000, 'overlap': 200}"
