index,text,start_char,end_char,char_count,word_count,metadata
10,"below for that as well I think it's going to be amazing if you are looking to get into this career. So check them out and of course if you're enjoying this video so far go ahead and smash the like button and let's move on to the next roof type. Now let's take a look at ManSarderoof and this type is also known as combination roof or French roof. Some people call it Kerbrew, I don't know what the right name is but I'm going to stick with ManSard for this video and typically the ManSarder roof would have a double slope or two pitch roof on all four sides. So initially we only had a double slope on this side and this side for the Dutch hip. In this situation we're going to have a double slope on all four sides and AutoCAD would have provided a much easier way for us to do this and so what we're going to do is to start off with a hip roof just like we have here and that's by default once you use the roof tool and of course you would adjust your dimensions at the top here and so on and so forth.",9344,10349,1004,205,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
11,"he roof tool and of course you would adjust your dimensions at the top here and so on and so forth. We could go in and edit the edges one by one but AutoCAD would have given us a simpler route which would be to change your property here that would be the shape property from single slope to double slope and this would apply a double slope to all four faces of the roof so we're going to switch it over to that and below you'll notice that we have some additional properties that popped in and we're going to use them okay so you'll notice that we have a lower slope and then upper slope. Now with the man-saderoof usually the lower slope is much steeper. Often times close to vertical so the lower slope is often steep while the upper slope is often shallow so like a 30 degree, 22 degrees or something like that. So we're going to test it out and see how it works so for the lower slope we're going to make it perhaps like a 80 degrees or 75 let's do 75 degrees for this one.",10249,11227,977,194,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
12,ower slope we're going to make it perhaps like a 80 degrees or 75 let's do 75 degrees for this one. All right and for the upper slope we're going to leave it at 22 and a half I think I like that number there and let's go to a front view and see what we have. So right now you can see that we kind of have something going on here but I don't know if it is doing what it's supposed to do. I think what we need to do is to raise the height of the upper slope so the upper slope should be higher and so we need to raise this above the 10 foot height which is the plate height which would be the height of the wall right here.,11127,11749,621,135,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
13,bove the 10 foot height which is the plate height which would be the height of the wall right here. So why don't we raise this up to like I don't know 15 feet and there you have it this is how you would typically have a man-saderoof and of course some of the reasons people use this type of roof is to have additional space in the attic and sometimes an entire floor and a lot of times you'll also have like dormer windows popping out of the sides of these taps of roof which is something I'd like to cover on the channel shortly so maybe in the next video I'll talk about dormer roof and how you could have those popping out the front of this tap of roof and so on and so forth. But typically this is how the man-saderoof combination roof would look and how you would construct this in AutoCard architecture. So it's a matter of converting all four sides of a hip roof to have double slope and then you adjust those measurement down here making sure that the lower slope is steeper than the upper slope and also making sure that the upper slope has a higher height dimension versus the lower slope.,11649,12749,1099,212,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
14,ope and also making sure that the upper slope has a higher height dimension versus the lower slope. Once you have that intact then you're all set you should not have any problem with this roof. So that is it for the man-saderoof. Why don't we go ahead and take a look at Gambrill. This one is also known as barn roof typically seen on barns if you have one of those in the country but in some regions they also call Dutch roof which is not to be confused with Dutch hip. So you do have Dutch hip which was the first one that we looked at but we also have Dutch roof which is just another name for Gambrill roof. So let's go back to our top view here and what I'll do is to convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,12649,13422,772,158,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
15,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
16,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
17,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
18,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
19,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
20,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
21,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
22,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
23,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
24,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
25,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
26,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
27,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
28,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
29,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
30,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
31,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
32,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
33,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
34,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
35,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
36,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
37,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
38,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
39,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
40,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
41,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
42,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
43,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
44,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
45,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
46,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
47,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
48,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
49,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
50,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
51,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
52,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
53,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
54,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
55,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
56,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
57,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
58,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
59,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
60,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
61,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
62,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
63,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
64,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
65,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
66,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
67,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
68,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
69,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
70,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
71,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
72,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
73,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
74,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
75,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
76,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
77,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
78,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
79,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
80,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
81,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
82,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
83,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
84,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
85,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
86,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
87,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
88,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
89,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
90,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
91,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
92,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
93,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
94,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
95,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
96,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
97,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
98,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
99,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
100,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
101,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
102,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
103,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
104,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
105,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
106,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
107,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
108,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
109,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
110,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
111,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
112,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
113,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
114,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
115,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
116,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
117,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
118,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
119,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
120,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
121,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
122,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
