chunk_id,content
16,"to palette in this case I
have already added it to my palette
which is right here so I'm gonna just
get rid of that so I click on it right
here and then I'll go ahead and drop the
door where I want it of course we could
actually just click on any wall but we
want it on this wall and we want it to
be on the inside of it if I wanted it on
the outside we could you know click on
the outside there so when you click the
door we could actually change the
direction of the door by clicking these
arrows"
17,"when you click the
door we could actually change the
direction of the door by clicking these
arrows alright and if you notice this
door is too small that's because we did
not set the size door that we wanted so
this door should be three feet wide by
seven feet high and we wanted to measure
to the outside of the frame I'm going to
explain that to you in a minute and then
we want a swing to be 90 degrees all
right if we change this to let's say 45
degrees
you notice what happened over here the
doo"
18,"grees all
right if we change this to let's say 45
degrees
you notice what happened over here the
door is now at a 45 degree angle we
could actually close the door
if we want it to but we're going to
leave it at 90 and everything else looks
good alright so you can see the type of
door that we have here that's the one
that we need and we're gonna go ahead
and we're gonna move it from here
down to the corner there alright so
that's all front door
so what I wanted to explain to you is
what is what d"
19,"e corner there alright so
that's all front door
so what I wanted to explain to you is
what is what does it mean by measure
outside of the frame so if I should
actually measure the width of this door
which we set for a three feet it would
measure to the outside of the frame all
right in some instances you might want
to put it on the inside of the frame
which would mean that the three feet
would measure on the inside of the frame
okay guys so we're gonna leave it at
outside and the next thing I'm"
20,"sure on the inside of the frame
okay guys so we're gonna leave it at
outside and the next thing I'm gonna do
is to Center this door in between these
walls all right I know that
on the drawing the door is exactly right
here but we're gonna Center it on this
wall for this project so let's go ahead
and hit the center button up here and
we're gonna hit enter twice one two once
you hit Enter twice then we're gonna
click on the first corner and then we're
gonna click on the second corner and the
door"
21,"we're gonna
click on the first corner and then we're
gonna click on the second corner and the
door would automatically move to the
center of the space this can be done
with any thing in a drawing I could
Center this wall using the same method
between these two walls all right by
right clicking going to a EC Center is
the same thing all right so our first
door has been placed let's go ahead and
place our second door which is on the
bedroom and this door is a single hinge
now we don't need to sea"
22,"ace our second door which is on the
bedroom and this door is a single hinge
now we don't need to search for this
door because it's actually right here so
we're gonna just click on it like so and
let's do something let's actually pick
the size that we need before we place it
so the size we actually need is 3 feet
by 7 and we're going to do a couple of
adjustments let's say outside of frame
perfect 90 degrees
all right this time we're gonna actually
put in some location now what I want is
for the"
23,"90 degrees
all right this time we're gonna actually
put in some location now what I want is
for the door to be exactly in the center
this one this piece of wall right here
from here to here alright so how do you
do that we could actually change that to
offset Center and I'm gonna change the
justification to Center and how far from
the center do you want it zero because
you want it exactly in the center so
we're going to let that be zero now
we're just gonna click on this wall now
if you'll notic"
24,"enter so
we're going to let that be zero now
we're just gonna click on this wall now
if you'll notice if i zoom in a little
bit you see those two measurement on the
top on the bottom that it that says nine
inches on both sides that's what I'm
talking about so the door would snap to
the exact center of the world any wall
that I have so guess what if I put it on
this wall the door automatically snap to
the middle of the wall let me try
another one so you can see look at that
alright and this is wh"
25,"to
the middle of the wall let me try
another one so you can see look at that
alright and this is what we're gonna do
for our windows cuz all our windows will
be centered in the wall all right
so let's place this door right here
again go ahead and flip the door like
that by the way guys a general rule of
thumb is to always flip your door or
swing your door towards a wall okay you
don't want your doors to be swinging up
into the room like that this is poor
design and it's a waste of space
alright"
26,"oors to be swinging up
into the room like that this is poor
design and it's a waste of space
alright so if you'll notice on this
building all doors are swinging towards
a wall unless it's a very tight
situation you just have to do what you
have to do but always practice to swing
your doors towards a wall alright so
let's go ahead and create our third door
which is the bathroom door now it's
actually the same door so we could
actually go ahead and click on that over
there and then we're gonna set"
27,"ly the same door so we could
actually go ahead and click on that over
there and then we're gonna set the size
of the door which is what two feet eight
inches and we're going to search for
that in here by seven outside of frame
19 and this time I want to do it to be
exactly
here so what we could actually do is in
down here is to say offset left okay
now when you click on the wall the door
would actually be adjusted exactly on
the wall any side of the wall because I
have the offset to be zero let'"
28,"ually be adjusted exactly on
the wall any side of the wall because I
have the offset to be zero let's say I
wanted the door three inches off of the
wall
I could actually type in three inches
here three inches all right so three
inches would you can know you can see
that the door is offset at three inches
from the corner of the wall
all right so there we have it our three
doors have been placed I know of course
we can't leave without looking at it in
3d so of course let's go ahead and put
it in 3"
29,"now of course
we can't leave without looking at it in
3d so of course let's go ahead and put
it in 3d I'm gonna turn this into 3d and
we're gonna make it perspective
alright so that is it for this video
guys except one thing that I'm gonna do
and is to put a little arch here and
it's pretty ain't pretty simple you
click on the opening let's see if I
can't click on it from here click on the
opening aisle over here is the shape you
could actually change it from rectangle
to round if you change it"
