index,text,start_char,end_char,char_count,word_count,metadata
14,at property we can apply to all of our windows and all of our doors so if I highlight everything in my drawing and I filter down to doors it's not there as yet but if I click on this button it will become available okay and I'll check that box and I'll click on okay and now location is available now it it says varies because I have multiple doors selected I'm going to filter down to Windows and I'm going to do the same thing I'm going to add the location hit okay and our schedules are now obsolete so we need to refresh so we're going to update and that's fine nothing has changed because we haven't added those columns in as yet but guess what if you click on one of these windows you can see that the location has been populated with the name of the space that it is adjacent to so you can see and that's because it has the location Point within that room okay so same thing for this one this one is reading the master bedroom but we could have put it in the master bath if we move this point,12600,13600,999,201,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
15,one is reading the master bedroom but we could have put it in the master bath if we move this point over you can see that the location is now in the master bathro likewise so one of the things you would want to do is to go through and make sure that uh all of your location points are in the place that you want them to be for example I think this one here was kind of pointing over here uh by default you know so this one is saying in bedroom number two but really and truly it should be in closet number one so I kind of just moved it uh over a little bit so you'll have to make some minor adjustment here and there but nonetheless pretty cool stuff and uh we're going to update these so now all that is left is for us to add this to our schedule yeah so we edit Style again you know the drill by now we go to add a column and now location becomes available uppercase that's all good we hit okay it is added to the end I'm going to just pull it over one notch and that's what it is and I'm going hi,13500,14500,1000,211,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
16,is added to the end I'm going to just pull it over one notch and that's what it is and I'm going hit okay so now the location is added to my uh my schedule now this is showing entry door and not sure let me see something entry door okay so one of my doors is not in the right spot okay so what happened is that I did not add the property to this door and this is a this is not a door per se uh this is considered a door window assembly so if I do a object viewer you'll see what this looks like it's a kind of an assembly with a window and a door in the middle so what we need to do is to apply that property as well to this object and then it should show up in our schedule so I'm going hit update and then that should be good and then let's add the same column to our Windows schedule so I'm going to go to edit style here I'm going to say add column I'm going to click on location I'm going to say okay and of course I'm going to drag it into the appropriate location and the last thing I want to,14400,15400,999,216,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
17,y okay and of course I'm going to drag it into the appropriate location and the last thing I want to do to my windows schedule here is to remove the door window assembly cuz if you remembered a while ago this is already showing up in my door schedule so I don't want to see this in my windows schedule the only thing I want to see here is Windows and so I'm going to turn this off and hit okay and so what it did there was to remove one of those items from my Windows schedule but it is still existing over here so that's fine and so now we have all the loow location for each of our Windows how cool is that yeah if you all like this video do me the Hunter and hit the Subscribe button if you learn something new already you know the drill all right respect and manners um but yeah that's how you get your location into your drawing now let's go ahead and add uh add your icons or images to your schedule now this one is very time consuming so I have gone ahead and put some stuff together uh I kind,15300,16300,1000,205,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
18,edule now this one is very time consuming so I have gone ahead and put some stuff together uh I kind of want to show you what I have here so if you notice I have a folder here with images of all the windows and doors in this project already okay so one of the things you'll need to do is to create images of each Window and Door within your project and so I would have gone through and you know have done this already but I'll go ahead and show you a real easy way way to do this actually it's pretty pretty cool so if you click on one of these objects um you just click on it like that click on your object viewer and in here you can rotate the window or door or whatever object you're trying to look at and you can place it in the orientation that you would like play around with the uh visual Styles and the details and so on and so forth forth uh you can just play around with these maybe you want to put it in wireframe or you want to put it in shaded with edges maybe you want to look at the fr,16200,17200,1000,210,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
19,t to put it in wireframe or you want to put it in shaded with edges maybe you want to look at the front view something like that or you want to see an isometric view or perhaps you want a perspective view huh how about that so whatever you prefer you can play around with these and once you're done you would hit the save button and this would allow you to save an image whether it be PNG uh gfif or jpeg bit map or this other one here that I've never used before but you simply would just save your image so let's call this a b c and I'm going to save it in my folder and then in my folder I do now have that image available to be used within my schedule now the only thing I would recommend here is that uh this particular image if you import it just as you have it here it's going to come in with a black background for some weird reason I don't know why but that that's just how it works so what you'll have to do is to edit this image just briefly go to open with paint and maybe uh you could p,17100,18100,999,210,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
20,you'll have to do is to edit this image just briefly go to open with paint and maybe uh you could p paint the background to be white so I'll do something like that just paint it white so you'll have a white background and then you'll go ahead and save it once more get out of there and now you have an image with a white background okay so you'll have to do that process for each of your object but of course the fact of the matter is it's really easy to just highlight the objects you want so for example this front door window assembly I could just do that come to this view put it in my 3D view like that you know make all the same changes right here so I'll put it shaded with edges and then I would hit save and then I'll call this XYZ and then I'll hit save and so that's the process and then once you have it in here you edit open with paint and I'm going to paint the background to be white again hit save and you exit so you have your windows and your doors saved in one location just like y,18000,19000,1000,207,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
21,gain hit save and you exit so you have your windows and your doors saved in one location just like you see I have mine here gave them the appropriate naming and all of that and once you have that then it is time to apply those to your objects in here and then to your schedules okay so what we're going to do similar to how we did location we're going to go back to the style manager we're going to go down to documentation and we're going to go to property set definition now this time we're going to create a new property okay we're going to create a new one we're going to call it all style uncore icon okay or image whatever you want to call it let's put image okay now the reason why I call it style is because this time we're going to be applying to the Styles and definitions and not necessarily the object okay cuz what happen is when I apply an image to for example this window I want that same image to be applied to every other window that is of the same style so you have to pick the styl,18900,19900,1000,202,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
22,ame image to be applied to every other window that is of the same style so you have to pick the style and definition options here if you pick object it's going to apply that property to each individual object okay so that's just a simple way to understand this so I'm going to pick all of them and if you don't want to do all you could just pick the the door and window that you want to apply this to for example you could just say um clear all door style door window assembly and then we' pick window cuz those are really the three things that we're applying this to but if I want to use this in the future on other elements or objects within my drawing then I would want to say select all and then I'd go over to definition and over here we're going to add a special type of property okay and we're going to go all the way down to graphic property definition how easy is that so you click on this button here you give it a name so we could call it icon or image whatever and at this point you will,19800,20800,999,203,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
23,utton here you give it a name so we could call it icon or image whatever and at this point you will determine whether you're going to be using a block or an image now in our case we're going to be using image and that's because we we have images okay now if you had blocks that would be amazing because I think the blocks will give you higher quality prints yeah and the blocks will come out without borders so if we go back to the PDF here and this is the downside of using images is the fact that uh it does come with this border around the edge and you can see the pixelation of the image but when you zoom out it doesn't look that bad you know I don't think it look that bad now if you have the time to create blocks for each of these windows and each of these doors that's that's awesome I wish there was a oneclick button that I could just click and it would just create the block for me I'm sure there's a way to write a a a code or a program to do that but I honestly don't know how to do tha,20700,21700,1000,209,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
24,re there's a way to write a a a code or a program to do that but I honestly don't know how to do that so I just stick with images for now give it a name and uh that's it really that's it um we're not going to select an image here we're just going to hit okay and that's the property it's called icon or let's rename it object icon whatever we hit okay and so we're going to select again everything and uh this time actually what we need to do since it's a style uh definition we will go into our architectural object Styles here and we're going to apply to each of our Styles in here because this time we won't be able to apply uh this property outside here because these properties are object properties if you notice door object object location only object properties can be applied out here if you want to apply style properties then you would have to go into your edit style and then add that property in here so if I click on this you'll see that nothing is in here but I'll have to add it and y,21600,22600,1000,201,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
25,perty in here so if I click on this you'll see that nothing is in here but I'll have to add it and you'll have that one in here we have some other ones that AutoCAD provided but of course we wouldn't be using those we would only want this one all right now this is one way to apply to your window or door style but I think the more efficient way would be from the style manager you go down to your uh yeah through here we go into your door style and you pick each door okay so we're going to go into door number one we click on property set and we apply this guy right here just that one we hit okay and then you can see that that property is now applied now at this point we can apply the image for that particular door so we click on here and we browse for that image and that would be my uh bfold double Louver so I know I have that somewhere here which should be this guy so I'll hit open you can see the little image there I'll hit okay and this will now apply to every door in my drawing that h,22500,23500,1000,211,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
26,see the little image there I'll hit okay and this will now apply to every door in my drawing that has this style okay so I'm hit okay and that's done I'll go over to my other one here and I'll do the same I'll apply the property and then I'll pick my image which would be the single okay so I do not have a single byold and I believe it's because I do not have it within my drawing so let me just double check that yeah I do not have a single byold so I don't need to do that one in fact I should just delete that out of my drawing actually so let's all right so let's move to the next one here which is the six panel Half Light okay I do not have this during my drawing so I'm not sure why it's not going away but I'll move on to the next one which is this one here and I'll say uh property set I'll go ahead and apply this property okay and this is my frameless door I use this one on the front so I'm going to go ahead and use the uh 3D image that we created for this one so I'll go ahead and use,23400,24400,999,217,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
27,I'm going to go ahead and use the uh 3D image that we created for this one so I'll go ahead and use the X y z I think that's what it was I'm going to hit open I think that's what that is uh six panel Half Light da da da okay then we'll go to pocket property do that okay it's a lengthy process but it it's worth it guys it's worth it all right so that's my single pocket by the way we should have been changing these path to relative CU I think relative path is the best option here um causes less issues so you can go back through and change those to relative it's a good idea almost forget but all right so now we're at uh single or rather sliding double which is this one here pick relative okay okay all right so all of our doors have been uh applied uh in terms of our icons or images have been applied I'm going to hit okay but of course we could go through and do the same thing for Windows but let's look at the door schedule first I'm going to hit okay on that and you can see that this has,24300,25300,999,210,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
28,ut let's look at the door schedule first I'm going to hit okay on that and you can see that this has been uh scratched out but let's go ahead and edit Style again go over to column and in here we're going to add the icon column this time let's call it icon or image whatever um and then we're going to hit before we hit okay why don't we hit this well let's do this first okay and we're going to move it over to maybe beside style or before let me see where did I have it after style so we'll do that hit okay and you can see that uh we have something going on here but they're really small yeah they're super super tiny okay my entry door doesn't have one so I need to add one to that so let's go back in here go back to style go down to Door enter door and scroll down in here proper to set image browse do have enter door here okay okay okay now if you want to avoid this refresh I think we could change it somewhere here to say update automatically so we don't have to continue to to refresh this,25200,26200,1000,208,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
29,change it somewhere here to say update automatically so we don't have to continue to to refresh this thing any change we make to our project will just be updated automatically so that's that but you can see that the entry door has now been added in and so that looks good the only 3D image we have is this one which we kind of did on the on the last fly there but um what I want to do is to make these image a little bit bigger cuz right now they are pretty much the size of your text and so what we have to do is to go in and tell it to make this a little bit bigger so if we click on this again and go to edit style click on your icon column and then say modify and then down here we can override the cell format okay and then in the height column this is where you would type the height that you would like so for this one that I did here I did use half in um that's the paper height but um maybe we could make it a little bigger how about 5/8 yeah 5/8 let's do 5/8 that's like a notch up and then,26100,27100,1000,215,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
30,we could make it a little bigger how about 5/8 yeah 5/8 let's do 5/8 that's like a notch up and then we hit okay okay and then okay so as you can see those got blown up really big and they're looking wonderful yeah I like that so we could go ahead and do the same thing for our windows so I'm going to go ahead and do that and I'll of course speed through that section I don't want to have you guys hanging on for too long so I'm going to go down to my window Styles and I'm going to click on casement e so that is our window schedule looking all lovely yeah so that's beautiful so now we can actually go ahead and print these but before I print them you'll see that the numbers in here are uh well this one is not bad cuz it's counting one all the way down down to 14 but we could actually rumber these schedule and this is another awesome technique that you're going to be learning right now so why don't we go ahead and tag our windows and doors let's go ahead to annotate we'll do door tags okay,27000,28000,999,205,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
31,don't we go ahead and tag our windows and doors let's go ahead to annotate we'll do door tags okay so I'll pick one door first let's pick a door let's put our tag right here and then we'll hit okay and then we'll do multiple and then swipe all of our doors hit enter it's going to ask you if you want to retag the one that we did before we're going to say no and then we're going to hit okay so what that did there was to tag every single door within our project um including these ones here so I'm going to move these out a little bit move these down like so and then move this one up maybe like right there all right so you can see the each number for each door in here and uh these numbers are counting from 14 all the way down I don't know why it started at 14 but we can uh actually rum those by going to the scheduling drop down here and say reum property set and you have the ability to renumber any of these things um for this particular instance we want to re number our doors so let's do t,27900,28900,999,208,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
32,ber any of these things um for this particular instance we want to re number our doors so let's do that reum and you put your starting number and your increment you want to go up every one or every two or every three so on and so forth and we're going to hit okay and so we can start with what we want door number one to be so for example I could make this door number one door number two I'm going to keep going around door number three four five six and you just keep going yeah okay so we have 14 doors instead of 27 and if you go over here you'll see that your doors have been Reed numbered and have been reshuffled in the order that you have numbered them okay and so that's how that is done and you can do the same thing with your windows so if we say window tag we pick our first window maybe this one here we hit okay and then we say multiple and then we swipe the whole building hit enter then no then okay all of our Windows have been tagged I'm going to remove this one cuz this have alrea,28800,29800,1000,207,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
33,en no then okay all of our Windows have been tagged I'm going to remove this one cuz this have already been tagged and then so now we can see which number is is relating to which uh window so window number one is a picture Round And if we look we have window number one window number two is the other one and that would be window number two so on and so forth so now all that is left is for us to apply these to our drawing and so what we're going to do here is go over to my schedule sheet cuz I do have my floor plan sheet already set why don't I move this down a little bit in the middle yeah I'm going to go over to my schedule and I'm going to draw a rectangle right here and then I'm going to zoom into my schedules like so and of course I want to set the appropriate scale so I'm going to make it/ qu inch now that's big let me move these over so I'll need to create uh I could do either I could create two separate view window or I could simply go over to my model space and move this one ove,29700,30700,1000,214,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
34,ld create two separate view window or I could simply go over to my model space and move this one over a little bit closer to that one which I think is the best way to do it and so on my sheet it reflects that change and then I can reshape my window to the size of my schedule and then last but not least we will put this box on the dep point layer so that it becomes invisible when I print it okay so there's a layer in here called def points and uh that layer does not print that's because in your properties layer properties over here if you look the def point layer is turned off the printer is unavailable so it will never show up on a sheet so if we do a print make sure that my settings are all set monochrome da da da apply and then I'll do a preview you can now see that uh everything is com out looking wonderful beautiful again the only issue I have with this technique is the line going around each image and I have tested a bunch of things uh including turn trying to turn the lines white,30600,31600,1000,205,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
35,ound each image and I have tested a bunch of things uh including turn trying to turn the lines white which actually worked but the same layer that is used to create that line is the same layer that is used for these other lines and so when you make it white everything becomes white and so you have no border which is kind of kind of crazy I wish it I wish you could control those layers differently or maybe there is a way to do it and so if you know how to do that please please share with me I would love to learn how to do that but I have tested a bunch of things again if you're looking to get higher quality images on your schedule um you could create create blocks for each of these and again that's even more time consuming than uh than just using these images I don't I don't know if it is that serious for you to go and create blocks I would love for somebody to write a code if you all know how to do that stuff a code whether through Dynamo or through the lip or something like that I don,31500,32500,1000,205,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
36,w how to do that stuff a code whether through Dynamo or through the lip or something like that I don't know them all like that but um if you do know how to do that I would love to uh create a a tool or a add-on or a button that I could just click on and it would just do it for me but uh but yeah that would be awesome but right now this is what we have and so when you print this out of course why don't we just print it out and see what we get so I'm going to hit okay here and it's going to ask me for a location I'm going to just drop it in the same folder here and then it's going to open up in inside of adobe okay so yeah this is what we have guys I think it looks wonderful so thank you again for watching this video I do hope that you learned something new and if you did please feel free to hit the Subscribe button and also if you haven't as yet check out my course on articad architecture,32400,33400,900,196,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
